Overview,ListingName,ListingIcon,ListingSellerName,Built_By,ListingRank,ListingScrapeDate,ListingURL,Side_Description,pic_urls,video_urls
Easily integrate CrowdStrike Falcon® LogScale in Cortex XSOAR by Palo Alto Networks to streamline security operations. Improve your incident response by leveraging XSOAR’s automation and orchestration capabilities to query and enrich incident data in Falcon LogScale. You can also seamlessly create new alerts in Falcon LogScale leveraging XSOAR to simplify operations and speed up incident response.,Cortex XSOAR for Falcon Logscale,images.store.crowdstrike.com/9748z14dd5zg/6m7LqQ9IFmkoQYbEh7jAYB/dc3822f96d8fd9824b6cb0fe53331694/Falcon_Fusion_for_Microsoft_Teams_logo,,, order on list 90,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Cribl Stream is a vendor-agnostic pipeline that collects, enriches, normalizes, and routes data from any source to any destination. Leveraging CrowdStrike Falcon® Data Replicator (FDR) data, Stream enhances your team’s control and visibility over your data pipeline. It optimizes FDR data, customizes filtering and timestamp extraction, facilitating versatile and simplified data processing.",Cribl Stream for Falcon Data Replicator,images.store.crowdstrike.com/9748z14dd5zg/2GPJeQjoWvrk52t6QjPRU4/e568d4d3fd87ece37369a76f3df618f6/CriblStream_Icon.svg,Cribl,Cribl, order on list 91,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Slack is the central hub of communication for many organizations. It facilitates cross-team collaboration and enables teams to connect their various tools to avoid context-switching and save time. The CrowdStrike® for Slack integration allows security and DevSecOps teams to easily centralize alerts. It also allow teams to build and deploy customized workflows for consistent notifications, faster response times, and reduced mean time to remediate threat detections. By automating workflows based on threat detections and incidents, analysts can spend time on more important strategic tasks to help improve the security posture of the organization – without succumbing to alert fatigue.",CrowdStrike for Slack,images.store.crowdstrike.com/9748z14dd5zg/1iqgTXe5rCjfU9RirRWItm/b0e2bf817783eb0b674934b25b44bac5/CrowdStrike_for_Slack_logo,,, order on list 92,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"The CyberArk PAM as a Service solution leverages leading automation technologies to protect your business as it grows. The Conditional Access integration allows clients to leverage the CrowdStrike Falcon® ZTA risk score when determining what level of privileged access can be granted to a user. If the ZTA score exceeds a certain threshold, the user can be blocked or their access can be limited until the issues on the endpoint have been resolved.",CyberArk Privileged Access Manager,images.store.crowdstrike.com/9748z14dd5zg/6VquQKkvPcL91X6MVNtQaM/07fb423a45a8baf40ae1552d1f610235/cyberark_icon_square.png,CyberArk,CyberArk, order on list 93,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Keep your business and its most valuable assets secure with CyberArk and CrowdStrike Falcon® LogScale. Easily ingest and parse CyberArk logs in Falcon LogScale for visibility of critical privileged access activities across sessions and the CyberArk Vault, helping to prevent malicious account or credential access. Leverage a dedicated dashboard for CyberArk Privileged Access Manager (PAM) self-hosted logs for unified visibility and accelerated investigations.",CyberArk Privileged Access Manager for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/6VquQKkvPcL91X6MVNtQaM/07fb423a45a8baf40ae1552d1f610235/cyberark_icon_square.png,CyberArk,CyberArk, order on list 94,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"D3 Security integrates with the CrowdStrike Falcon® platform to accelerate security operations and investigations using powerful enrichment, orchestration and automation. Seamlessly connect to your existing CrowdStrike instance within Smart SOAR and enable immediate Falcon response actions using automated playbooks. With unique CrowdStrike and D3 playbooks, your team gains  automated alert triage, data enrichment, incident correlation containment, recovery, reporting, and more to dramatically accelerate operations.",D3 Security Smart SOAR,images.store.crowdstrike.com/9748z14dd5zg/5IBZljuwg0CcYVqyJCJx0l/ae7e31399607640508cf2691a7543939/D3_Square_Logo.png,D3 Security,D3 Security, order on list 95,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Darktrace harnesses scalable, self-learning AI to understand the digital DNA of an organization and illuminate unpredictable cyber-threats at an early stage. By learning the normal ‘patterns of life’ of every person and device in a business, the technology discovers novel attacks and insider threats that other tools miss, while delivering complete visibility. Darktrace integrates seamlessly with CrowdStrike to extend its self-learning AI to the endpoint. By ingesting alerts from CrowdStrike Falcon®, Darktrace brings rich, host-level context to bear on AI detections and Cyber AI Analyst investigations across the business.",Darktrace,images.store.crowdstrike.com/9748z14dd5zg/5vax7yaNnHv6Cz4SGRMoBT/15aaaa8f7da53d9cb9b2c9bbb1965d8d/Darktrace_icon_square.png,Darktrace,Darktrace, order on list 96,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
Easily ingest Microsoft email and identity telemetry via Microsoft Event Hubs into CrowdStrike Falcon® Insight XDR for cross-domain visibility of threats. Quickly find and stop advanced threats across your attack surface with Microsoft Event Hubs data alongside additional threat indicators in Falcon to speed up threat detection and triage.,Data Connector built for Microsoft Event Hubs,images.store.crowdstrike.com/9748z14dd5zg/2BEBbrz1lL2xWBvEtchUWd/9e8c59152d941056d45e68ccec5d824a/CrowdStrike_Logo_512x512_-_white_background__1_.png,,, order on list 97,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Detect elusive threats with unified identity and email security data in Falcon Insight XDR. With CrowdStrike Falcon®  Insight XDR, you can easily ingest Microsoft Defender for Office 365 email alerts and Azure Active Directory Identity telemetry into the CrowdStrike®  Falcon platform to gain comprehensive cross-domain visibility of threats throughout your attack surface. See Microsoft Defender for Office 365 email alerts and Azure AD identity events via Microsoft’s Graph API within the Falcon console alongside additional threat indicators from other domains to minimize context switching across multiple interfaces, speeding up detection and triage, while improving accuracy.",Data Connector built for Microsoft Graph API,images.store.crowdstrike.com/9748z14dd5zg/6m7LqQ9IFmkoQYbEh7jAYB/dc3822f96d8fd9824b6cb0fe53331694/Falcon_Fusion_for_Microsoft_Teams_logo,,, order on list 98,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Discern Security empowers you to assess your security controls, and map them to standards like MITRE and Center for Internet Security (CIS), to then optimize your overall coverage.    With Discern and CrowdStrike, you can seamlessly map  the CrowdStrike Falcon® platform’s active controls and risk data to MITRE or CIS frameworks, and see which controls should be turned on based on your organization’s risk profile, helping you harden your security posture against modern threats.",Discern Security AI Policy Management,images.store.crowdstrike.com/9748z14dd5zg/3nZrhcwP9HGRkc9cxMasr7/0703868752d2b47bc795cace66133840/discern_logo.png,Discern Security,Discern Security, order on list 99,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Gain valuable performance insights into your Docker containers with logged data in CrowdStrike Falcon® LogScale. Easily parse Docker container logs and visualize performance using pre-built dashboards. Unify operational visibility and boost efficiency by logging container performance, default metrics, and container events in Falcon LogScale.",Docker Containers for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/6m7LqQ9IFmkoQYbEh7jAYB/dc3822f96d8fd9824b6cb0fe53331694/Falcon_Fusion_for_Microsoft_Teams_logo,,, order on list 100,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Dragos integrates with CrowdStrike to provide you with enhanced operational technology (OT) asset visibility and threat detection by enriching asset information with CrowdStrike security data. Dragos pulls endpoint detection and response  (EDR) asset details and security data from the CrowdStrike Falcon® platform to enrich and enhance device information of known assets in the Dragos Platform, including IP address, MAC (Media Access Control) address, endpoint hostname, associated active directory (AD) Domain, operating system (OS) data fields and additional custom attributes to provide you with critical visibility of your  attack surface. The integration also provides additional context on edge devices in OT environments, allowing users to forward Falcon detections on known assets to the Dragos Platform to speed up elusive threat detection and response.",Dragos Endpoint Asset Enrichment for Operational Technology (OT),images.store.crowdstrike.com/9748z14dd5zg/1IcX9BIY8izxttwGgOAiPC/d0aaefd3d9a24bd56c31c14269ee42cb/Dragos_icon_square.png,Dragos,Dragos, order on list 101,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Protect the complex and diverse set of assets within your organization’s XIoT environment with Dragos asset data in CrowdStrike Falcon® Discover for IoT. Get extended visibility and security across ICS networks and assets using CrowdStrike’s unified threat console, including devices like programmable logic controllers (PLCs), remote terminal unit (RTUs), human machine interfaces (HMIs), historian databases, engineering workstations (EWs) and many more. With unified ICS asset information and context, you can minimize blind spots and simplify asset management, enabling your team to make better, informed decisions to secure your XIoT environment.",Dragos Platform Data Connector,images.store.crowdstrike.com/9748z14dd5zg/kjcUm3loDJ6p0J9vGyfG5/979d4f840420dea59988e09497c2c30f/Dragos_logo.png,Dragos,Dragos, order on list 102,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"DTEX InTERCEPT is a first-of-its-kind Workforce Cyber Security solution that focuses on human intent and activity as its core. It brings together the capabilities of Behavioral Data Loss Prevention, Digital Forensics, Insider Risk Management, Remote Worker Security, and User and Entity Behavior Analytics in an easy-to-deploy, extremely lightweight cloud-native platform. DTEX InTERCEPT supercharges the CrowdStrike Falcon® platform by delivering the context and intelligence for potential insider threats, compromised account events or data loss scenarios - without invading a user's personal privacy.",DTEX InTERCEPT Workforce Cyber Security,images.store.crowdstrike.com/9748z14dd5zg/27cVDbdjDumuSrcaMmwpCs/2d9a9308bf0672b9ed33871c02abaeb6/DTEX_Systems_logo.png,DTEX Systems,DTEX Systems, order on list 103,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Security analysts are faced with a variety of security alerts from different tools in their environment and are concerned about uninvestigated security incidents. Instead of spending hours wading through oceans of false positives, DTonomy’s AIR platform (AI-based analysis and response) enables your security team with tools that: reduce false positives through adaptive learning, reduce false negatives via continuous alerts correlation and context building, speed analysis with intuitive visualizations of automatically cross-correlated groups of alerts, and automate repetitive analysis and response processes.",DTonomy AIR,images.store.crowdstrike.com/9748z14dd5zg/2Vzikz7kYts4sod7TlgcD6/f4953c6d1cd9984b4b349221f864305b/Dtonomy_icon_square.png,DTonomy,DTonomy, order on list 104,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Egress’ Intelligent Cloud Email Security integrates with CrowdStrike Falcon® Identity Protection to help identify human risk and prepare organizations for threats before they materialize. By enriching           email threat intelligence with CrowdStrike’s behavioral identity and endpoint data, cyber teams have clear risk visibility for dynamic detection and response within an adaptive security architecture. Enabled in just a few clicks, analysts immediately gain access to real-time, holistic human risk scores, shining a spotlight on potentially unknown compromises.",Egress Intelligent Email Security,images.store.crowdstrike.com/9748z14dd5zg/5ZtkdClsfgmenwDFAOuwyK/7a5d718fdfd11df5d1ed8f7baab271a3/Egress-icon-512x512.png,Egress,Egress, order on list 105,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Entrust Identity as a Service (IDaaS) enables trusted identities for workforces, consumers, and citizens so they can engage securely and seamlessly with your organization.The Entrust and CrowdStrike out-of-the-box integration allows CrowdStrike customers to leverage Entrust as a multi-factor authentication (MFA) connector to verify identities when using CrowdStrike Falcon® Identity Threat Protection policies. Entrust’s intelligent identity and access management (IAM) platform with the CrowdStrike Falcon® platform enables a powerful foundation for Zero Trust and identity security by providing user authentication, authorization, and access control for Falcon Identity Threat Protection users to verify identities explicitly. Entrust and CrowdStrike dynamically add friction where needed to reduce multi-factor authentication (MFA) fatigue, allowing users to work from anywhere on any device, securely.",Entrust Identity as a Service (IDaaS),images.store.crowdstrike.com/9748z14dd5zg/7s9oH5QMJh76snYFXBr3Qu/6e57b4289c731fed7bb162e85bdd8af4/Entrust_logo_square.png,Entrust,Entrust, order on list 106,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Ingest ExtraHop network detection and response (NDR) data into CrowdStrike Falcon® Insight XDR to unify security data from endpoint and network domains. View ExtraHop NDR events within the Falcon console alongside other threat indicators for comprehensive cross-domain threat visibility. This accelerates detection, triage, and enhances accuracy in threat hunting.",ExtraHop Data Connector,images.store.crowdstrike.com/9748z14dd5zg/7ERPvm8UqP0tRDyqZEHEKK/75960c54bd0cc5c1a0398e60fa3f06cd/Extrahop_icon_square.png,ExtraHop,ExtraHop, order on list 107,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Seamless ingest ExtraHop Reveal(x) 360 flow data into CrowdStrike Falcon® LogScale to supercharge your threat hunting and investigations. The pre-built package allows you to ingest, store, and visualize network insights with ease. Gain visibility over metrics on peers, protocols, and geolocation, even for unmanaged devices without the Falcon agent. Elevate your defense strategy with comprehensive visibility and simple data collection and analysis.",ExtraHop Reveal(x) for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/7ERPvm8UqP0tRDyqZEHEKK/75960c54bd0cc5c1a0398e60fa3f06cd/Extrahop_icon_square.png,ExtraHop,ExtraHop, order on list 108,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
The Microsoft Teams integration allows security and DevSecOps teams to leverage alerts from the CrowdStrike Falcon® platform to help streamline incident management and accelerate response capabilities. You can configure Microsoft Teams notifications based on triggering events to receive alerts based on critical workflows and events originating from the Falcon platform.,Falcon Fusion for Microsoft Teams,images.store.crowdstrike.com/9748z14dd5zg/6m7LqQ9IFmkoQYbEh7jAYB/dc3822f96d8fd9824b6cb0fe53331694/Falcon_Fusion_for_Microsoft_Teams_logo,,, order on list 109,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Customers can build automated workflows using CrowdStrike Falcon® Fusion to trigger incident ticket creation in ServiceNow ITSM. Security and DevSecOps teams can leverage detections and incidents from the Falcon platform to help streamline incident management and accelerate response capabilities. You can also orchestrate remediation of vulnerabilities by creating ServiceNow tickets directly from Spotlight, and easily configure the workflow to attach auto-generated reports, enabling you to track the remediation progress of your security team to improve efficiency and monitoring. This ServiceNow IT Service Management (ITSM) plugin leverages Falcon Fusion, a CrowdStrike Offering Feature, to allow you to receive Falcon-generated alerts via ServiceNow ITSM.",Falcon Fusion for ServiceNow ITSM,images.store.crowdstrike.com/9748z14dd5zg/6m7LqQ9IFmkoQYbEh7jAYB/dc3822f96d8fd9824b6cb0fe53331694/Falcon_Fusion_for_Microsoft_Teams_logo,,, order on list 110,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Google ChromeOS data ingestion for CrowdStrike Falcon® Insight is the industry’s first EDR/XDR offering to deliver visibility and threat detection for ChromeOS devices without the need for a Mobile Device Management (MDM) solution. With Falcon Insight for ChromeOS, organizations benefit from Falcon Insight XDR’s industry-leading detection and response capabilities to stop adversaries across ChromeOS, Linux, macOS and Windows devices from a unified console for the broadest cross-platform coverage in the industry.",Falcon Insight for ChromeOS,images.store.crowdstrike.com/9748z14dd5zg/2BEBbrz1lL2xWBvEtchUWd/9e8c59152d941056d45e68ccec5d824a/CrowdStrike_Logo_512x512_-_white_background__1_.png,,, order on list 111,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Gain valuable email security insights from Microsoft 365 logs in CrowdStrike Falcon® LogScale. Easily ingest, store, analyze, and visualize your email security event data alongside other data sources in Falcon LogScale. Leverage a pre-built email security event dashboard, threat summary, and indicator of compromise (IOC) email log scanning within Falcon LogScale to improve threat detection and response with unified security insights.",Falcon LogScale for Microsoft 365 Email Security,images.store.crowdstrike.com/9748z14dd5zg/6m7LqQ9IFmkoQYbEh7jAYB/dc3822f96d8fd9824b6cb0fe53331694/Falcon_Fusion_for_Microsoft_Teams_logo,,, order on list 112,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Easily ingest, parse, and visualize your Microsoft IIS logs in CrowdStrike Falcon® LogScale to unify visibility across your environment. Leverage a collection of pre-built dashboards within Falcon LogScale to gain immediate insights into HTTP errors, visitors, error logs, and IOC matches for client IPs and domains. Your team can also leverage a map of status codes with useful descriptions to aid in readability and simplify operations.",Falcon LogScale for Microsoft Internet Information Services,images.store.crowdstrike.com/9748z14dd5zg/6m7LqQ9IFmkoQYbEh7jAYB/dc3822f96d8fd9824b6cb0fe53331694/Falcon_Fusion_for_Microsoft_Teams_logo,,, order on list 113,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Increase compliance and maximize threat defense by capitalizing on Forescout’s continuous enterprise-wide device visibility and automated workflows integrated with CrowdStrike. The Forescout® eyeExtend for CrowdStrike module orchestrates information sharing and security workflows between Forescout and CrowdStrike to improve device hygiene, proactively detect threats across the network and automate threat response.",Forescout eyeExtend,images.store.crowdstrike.com/9748z14dd5zg/60SGqWYDWlrWJFsuQEZRV2/880c0144353da3a3904a84a98ee6731a/Forescout_icon_square.png,Forescout,Forescout, order on list 114,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Bring together your security data across Endpoint and Identity Security domains within the CrowdStrike Falcon® platform to enhance your team’s detection of elusive threats. With CrowdStrike Falcon®  Insight XDR, you can easily ingest telemetry and alert data ForgeRock Identity Cloud which is used to provide Identity and Access Management, directly  into the Falcon platform for comprehensive cross-domain visibility of threats throughout your attack surface. See ForgeRock Identity events within the Falcon console alongside additional threat indicators from other domains to minimize context switching across multiple interfaces, allowing your team to speed up detection and triage, while improving accuracy.",ForgeRock Data Connector,images.store.crowdstrike.com/9748z14dd5zg/5A00LU2vIyshkvxJwNoTzu/5cbeaf45c800c33ffd46caf704eb8874/ForgeRock_icon_square2.png,ForgeRock,ForgeRock, order on list 115,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"The AI-powered ForgeRock Identity Platform is both comprehensive and simple-to-use. It is the only platform that: includes full-suite IAM and identity governance and administration (IGA) capabilities, can be implemented across an organization for all identities (workforce, consumers, things), and offers feature parity across all delivery options, including on-premises, any cloud environment, multi-cloud, hybrid, and as a service. Choose the best authentication method for your users and applications based on endpoint intelligence from CrowdStrike®.",ForgeRock Identity Platform,images.store.crowdstrike.com/9748z14dd5zg/5A00LU2vIyshkvxJwNoTzu/5cbeaf45c800c33ffd46caf704eb8874/ForgeRock_icon_square2.png,ForgeRock,ForgeRock, order on list 116,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Unify data across endpoint and firewall domains to enhance your team’s detection of modern threats. Easily ingest Fortinet FortiGate Next-Generation Firewall (NGFW) data into the CrowdStrike Falcon® platform to gain comprehensive cross-domain visibility of threats throughout your attack surface. See Fortinet’s firewall event data directly within the Falcon console, alongside additional threat indicators from other domains, to minimize context switching across multiple interfaces, allowing your team to improve detection, triage, and accuracy.",Fortinet FortiGate Data Connector,images.store.crowdstrike.com/9748z14dd5zg/2EhkRL8SKcugL3UrSSEPaI/c30d4788776c8416e87edd552eac2383/Fortinet_Logo_512x512.png,,, order on list 117,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Gigamon has partnered with CrowdStrike to provide users with a fully unified detection and response solution for active threats. The seamless cloud-to-cloud integration between Gigamon ThreatINSIGHT and the CrowdStrike Falcon® platform ensures the right data is available at the right time to the right people from within the ThreatINSIGHT console. The integration applies CrowdStrike Falcon® Intelligence threat intel against real-time network traffic for immediate detections. CrowdStrike Falcon® Insight XDR detections also appear alongside ThreatINSIGHT ML and threat intelligence detections for fast adversary identification. Finally, CrowdStrike's rich endpoint telemetry appears alongside ThreatINSIGHT’s L2 –L7 network telemetry to speed triage, hunting, and investigations.",Gigamon ThreatINSIGHT,images.store.crowdstrike.com/9748z14dd5zg/3HiJh4Mbq28SHZ3xdhlY2z/07e9087ec501ff55bc7c7e013f055c9a/Gigamon_icon_square.png,Gigamon,Gigamon, order on list 118,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Gain valuable insights with Google Chrome Enterprise logs stored and visualized in CrowdStrike Falcon® LogScale. The Google Chrome Enterprise package for Falcon LogScale enables your team with additional visibility into managed Google Chrome Enterprise browsers and devices with powerful search and visualization capabilities. Easily create custom dashboards, get timely alerts, and correlate Google Chrome Enterprise logs with other data sources from across the organization.",Google Chrome Enterprise Logs for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/18xgXvH9mCHRoSwaRy69Lk/50a109ecb45113fc88effdfe8de791ee/Chrome_icon_square.png,Google Cloud,Google Cloud, order on list 119,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Gain valuable security insights to improve threat detection and response with Chronicle alert logs stored and visualized in CrowdStrike Falcon® LogScale. The Chronicle alert logs package for Falcon LogScale allows you to easily ingest, parse, and visualize Chronicle alert data by hostname, severity, and source. Get pre-built dashboards surrounding the most recent alerts; file hashes, names, and event types associated with alerts such as process starts or network connections.",Google Chronicle Alerts for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/6QS5vLwDTXz3UAeL2AVMrm/dd9f99697051196fbd91d3d044955b0b/Chronicle_icon_square.png,Google Cloud,Google Cloud, order on list 120,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Easily ingest, store, and visualize Chronicle indicator of compromise (IOC) logs in CrowdStrike Falcon® LogScale leveraging a pre-built package to gain valuable security insights and improved visibility for enhanced threat detection and response. The package allows your team tois package easily ingest, parse, and visualize IOC data from the Chronicle Search API in Falcon LogScale. Seamlessly view Chronicle IOCs by domain name, severity, source, and category, and also visualize the most recent IOCs and IOC activity over time to more quickly see and stop potential threats.",Google Chronicle Indicators of Compromise for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/6QS5vLwDTXz3UAeL2AVMrm/dd9f99697051196fbd91d3d044955b0b/Chronicle_icon_square.png,Google Cloud,Google Cloud, order on list 121,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"CrowdStrike® and Google Cloud together deliver defense-in-depth security strategies where joint customers can achieve workload protection and visibility at scale and meet compliance requirements across hybrid environments. These integrations between the two cloud-scale platforms leverage powerful APIs and share enriched telemetry to help deliver powerful security benefits. Gain insight into the scope and nature of organizations' Google Cloud resources, so you can secure all virtual machines, uncover and mitigate risks, and reduce the attack surface across your cloud footprint. You can also achieve comprehensive visibility into GCP workload events and compute instance metadata to ensure that nothing goes unseen in your cloud environments. Prioritize violations and investigate alerts, anomalies and threats with improved contextual insight, and proactively stop cyber-attacks.",Google Cloud,images.store.crowdstrike.com/9748z14dd5zg/7MGTtSyAi2Z29Dmiwkusu/30de0bcae755e11aebe7e87823feb9cb/Googlecloud_icon_square.png,Google Cloud,Google Cloud, order on list 122,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Easily ingest, store, and visualize Google Cloud audit logs in CrowdStrike Falcon® LogScale leveraging a pre-built package to gain valuable cloud audit insights and improved visibility. The Google Cloud audit log package for Falcon LogScale allows you to easily ingest, parse and visualize Google Cloud Audit Log JSON events to simplify reporting and enable you to extract relevant information required to meet your unique needs.",Google Cloud Audit Logs for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/7MGTtSyAi2Z29Dmiwkusu/30de0bcae755e11aebe7e87823feb9cb/Googlecloud_icon_square.png,Google Cloud,Google Cloud, order on list 123,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Gain valuable Grafana charts, graphs, and alerts leveraging the CrowdStrike Falcon® LogScale data source. Easily write queries for Falcon LogScale data to populate flexible dashboards in Grafana to improve visibility and boost operations.",Grafana for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/6m7LqQ9IFmkoQYbEh7jAYB/dc3822f96d8fd9824b6cb0fe53331694/Falcon_Fusion_for_Microsoft_Teams_logo,,, order on list 124,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Grip’s AI-powered discovery, enables security teams to map their SaaS-Identity attack surface, quantify and prioritize risks, and automate actions for protection across the enterprise. Grip’s integration with CrowdStrike Falcon® Identity Threat Protection enables security teams to uncover high-risk and potentially damaging combinations of access, authentication, permissions, and identity threats pinned to web apps and SaaS services.",Grip SaaS-Identity Security,images.store.crowdstrike.com/9748z14dd5zg/2FXYe3TDb3iWugFVRzqaXm/f5e9c0a712f201cbd2b0f842d1fd0eac/Grip_icon_square.png,Grip Security,Grip Security, order on list 125,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"IBM Security QRadar and IBM Security Resilient integrate with the CrowdStrike Falcon® platform to provide a comprehensive threat management process, enhancing an organization's security posture. Easily integrate CrowdStrike Falcon® Intelligence with QRadar to extend intelligence and orchestrate defenses, using custom indicators of compromise (IOCs) derived from threats on endpoints. Together, your team gains proactive protection, precise response, and rapid mitigation of cyber threats.",IBM Security,images.store.crowdstrike.com/9748z14dd5zg/68VYeheXGnrOffRVy3u378/4db3d5440b9003644b2123dcf7848fa5/IBM_icon_square.png,IBM Security,IBM Security, order on list 126,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"The iboss Zero Trust SSE integrates with the CrowdStrike Falcon® platform to deliver instant and automated actions, including cutting access to sensitive resources when a device becomes infected or identified as high risk. The iboss Zero Trust SSE provides Zero Trust Network Access (ZTNA) and Security Service Edge (SSE) capabilities to control access to enterprise resources while applying CASB, malware defense, compliance policies, DLP, and generating logs for every interaction between users, devices, and sensitive resources. The iboss Zero Trust SSE connects with CrowdStrike to deliver user, asset, and resource protection by  exchanging information related to CrowdStrike device and incident risk scores. The integration leverages the CrowdStrike Falcon Zero Trust Assessment (ZTA) risk score and the CrowdStrike CrowdScore®, which indicates device and user risk and incident risk based on severity level. This ensures that access to sensitive applications and data can be automatically terminated by iboss when scores reach critical levels.",iboss Zero Trust SSE,images.store.crowdstrike.com/9748z14dd5zg/4fTqldJei156A1Q46Ui3lw/5656ee368d62f4a1b144ee6ca4e426f1/iboss_icon_square.png,iboss,iboss, order on list 127,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Illusive integrates with the CrowdStrike Falcon® platform to deliver real-time threat detection and instant isolation of compromised endpoints at the earliest point of attack. Illusive deception-powered Active Defense provides high-fidelity notifications that CrowdStrike customers can consume to automatically or manually isolate suspicious endpoints in milliseconds. Upon receipt of an Illusive alert from the endpoint, users can isolate compromised hosts in real-time leveraging the Falcon platform. It’s a fast way to stop an endpoint-based threat once it is reported by Illusive. With Illusive and CrowdStrike, you can identify threats early in their life cycle, reduce response time, and gain the visibility needed to mitigate attacks before they get near critical assets.",Illusive Active Defense Suite,images.store.crowdstrike.com/9748z14dd5zg/7GCx64fiNwVsRcUBRuYYfD/8c309c6a32e7f6ff08fd2720e30276aa/Illusive_Active_Defense_Suite_logo,Illusive Networks,Illusive Networks, order on list 128,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"The Easy NAC solution provides a Zero Trust solution, where devices are restricted at the point of access, and only compliant devices are allowed network access. By Integrating with the CrowdStrike Falcon® platform, Easy NAC solution can automatically learn what devices should be trusted and quarantine untrusted devices. This integration provides you with confidence that all of your corporate end-user devices are enrolled and the agents are working properly. Devices not enrolled can be restricted until enrolled. Compliance checks can be done that the sensor is up to date, Firewall enabled, and Device Control is enabled.",InfoExpress Easy NAC,images.store.crowdstrike.com/9748z14dd5zg/5HKKo0Y0Ja6RJ8kZN7oPGB/04ef18dd5b6f649f867d63e91f33d598/logo-easynac-512.png,InfoExpress Inc.,InfoExpress Inc., order on list 129,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"InfoSec Global’s AgileSec™ Analytics discovers, inventories and analyzes all cryptographic assets in an organization's technology estate and streamlines the replacement and remediation of any unauthorized, weak or compromised assets. AgileSec™ Analytics integrates with the CrowdStrike Falcon® platform and leverages Falcon real-time response (RTR) to discover and retrieve cryptographic findings surrounding hosts that are running the Falcon agent within your environment. With this cryptographic device context, AgileSec Analytics can identify cryptography that poses a potential risk and enables the replacement of those assets without any business disruption. With rich dashboards and customizable reports, AgileSec Analytics visualizes key metrics for cryptography security and compliance.",InfoSec Global AgileSec™ Analytics,images.store.crowdstrike.com/9748z14dd5zg/6wuCgXylcs7aZzmrWMvrgs/eb8134953a18f5c4fd690d13e56c5bca/InfoSec_icon_square.png,InfoSec Global,InfoSec Global,,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
